from_id,Bideford Community Hospital,NHS Nightingale Exeter,"Colin Campbell Court, Plymouth",Torbay & South Devon Community Diagnostic Centre,Tiverton - Lowman Way,Okehampton - Exeter Road Industrial Estate,Crediton - Lords Meadow,South Molton - Pathfields,Newton Abbott - Market Walk,Bovey Tracey - Blue Waters,Honiton - Devonshire Road,Exmouth - The Strand,Barnstaple - Archwood Retail Park,Ilfracombe - Wilder Road,Kingsbridge - Fore Street,Tavistock - Drake Road,Holsworthy - Underlane,Paignton - Hyde Road
Torridge 001D,6.85,60.483334,79.666664,82.2,43.316666,41.683334,52.216667,24.633333,75.416664,62.55,66.15,72.3,13.966666,32.166668,94.316666,55.916668,31.083334,82.46667
Torridge 002A,4.95,58.583332,77.76667,80.3,41.416668,39.783333,50.316666,23.05,73.51667,60.633335,64.25,70.4,12.066667,30.583334,92.416664,54.016666,29.5,80.566666
Torridge 002B,2.7833333,57.366665,75.6,78.13333,40.2,37.633335,49.1,21.833334,71.35,58.483334,63.033333,69.183334,10.85,29.366667,90.25,51.85,27.35,78.4
Torridge 003A,1.05,60.783333,74.13333,76.65,41.533333,36.15,48.7,23.15,69.86667,57.0,64.35,70.65,12.183333,30.683332,88.78333,50.366665,25.866667,76.933334
Torridge 003B,3.0833333,59.416668,76.166664,78.7,42.25,38.2,50.75,23.883333,71.916664,59.05,65.083336,71.23333,12.9,31.416666,90.816666,52.416668,27.916666,78.96667
Torridge 003C,1.65,57.75,74.73333,77.26667,40.6,36.766666,49.483334,22.216667,70.48333,57.616665,63.416668,69.583336,11.25,29.75,89.38333,50.983334,26.483334,77.53333
Torridge 004A,2.75,58.316666,74.35,76.88333,41.166668,36.383335,48.933334,22.783333,70.1,57.233334,63.983334,70.88333,11.816667,30.316668,89.0,50.6,26.1,77.15
Torridge 004B,4.05,58.95,75.65,78.183334,41.8,37.683334,50.233334,23.416666,71.4,58.533333,64.61667,72.183334,12.45,30.95,90.3,51.9,27.4,78.45
Torridge 004C,4.366667,57.8,75.96667,78.5,40.65,38.0,49.533333,22.266666,71.71667,58.85,63.466667,69.63333,11.3,29.8,90.61667,52.216667,27.716667,78.76667
Torridge 004D,2.65,62.783333,76.13333,78.65,43.983334,38.15,50.7,25.616667,71.88333,59.0,66.816666,72.666664,14.633333,33.15,90.78333,52.383335,27.866667,78.933334
Torridge 004E,1.55,60.766666,74.11667,76.63333,42.166668,36.133335,48.7,23.783333,69.86667,56.983334,64.98333,70.65,12.816667,31.316668,88.76667,50.366665,25.85,76.916664
Torridge 004F,2.5333333,61.833332,75.183334,77.71667,43.233334,37.216667,49.766666,24.866667,70.933334,58.066666,66.066666,71.71667,13.883333,32.4,89.833336,51.433334,26.933332,77.98333
Torridge 005A,14.2,68.5,87.683334,90.2,51.333332,49.7,60.233334,32.966667,83.416664,70.55,74.15,80.316666,21.983334,40.483334,102.333336,63.916668,26.8,90.48333
Torridge 005B,18.766666,73.066666,92.25,94.76667,55.9,54.266666,64.8,37.533333,87.98333,75.11667,78.71667,84.88333,26.55,45.05,106.9,68.48333,32.283333,95.05
Torridge 005C,6.983333,61.283333,80.48333,83.0,44.133335,42.5,53.016666,25.75,76.21667,63.35,66.95,73.11667,14.783334,33.283333,95.11667,56.716667,31.166666,83.26667
Torridge 005D,6.1833334,58.8,72.15,74.683334,45.75,34.166668,46.733334,27.366667,67.9,55.033333,69.7,68.683334,16.4,34.9,86.8,48.4,21.1,74.95
Torridge 006A,9.8,51.916668,65.26667,67.8,48.0,27.283333,39.85,28.366667,61.016666,48.15,62.816666,61.8,19.216667,37.683334,79.916664,41.516666,22.2,68.066666
Torridge 006B,10.616667,51.766666,65.11667,67.63333,48.166668,27.133333,39.683334,28.533333,60.866665,47.983334,62.666668,61.633335,19.4,37.866665,79.76667,41.366665,23.016666,67.916664
Torridge 006C,11.666667,52.333332,65.683334,68.2,46.533333,27.7,40.25,26.9,61.416668,48.55,63.233334,62.2,18.833334,37.3,80.333336,41.916668,24.066668,68.48333
Torridge 006D,11.033334,51.7,65.05,67.583336,46.716667,27.066668,39.633335,27.066668,60.8,47.933334,62.6,61.583332,17.816668,36.683334,79.7,41.3,23.433332,67.85
Torridge 007A,19.233334,49.15,61.833332,65.01667,56.066666,23.85,43.466667,36.433334,58.25,46.783333,60.05,59.033333,27.3,45.766666,78.566666,38.066666,27.4,65.3
Torridge 007B,21.383333,43.883335,61.85,59.75,46.816666,25.133333,31.8,30.3,52.966667,40.1,54.783333,53.75,25.666666,44.166668,71.88333,38.083332,30.016666,60.033333
Torridge 007C,23.9,51.116665,73.85,66.98333,40.25,32.366665,32.966667,20.633333,60.216667,47.333332,62.016666,61.0,15.633333,34.133335,79.11667,50.1,36.3,67.26667
Torridge 008A,25.616667,66.9,78.2,82.76667,62.75,42.45,62.55,44.383335,75.98333,64.53333,77.8,76.76667,33.4,51.916668,96.316666,54.433334,16.2,83.05
Torridge 008B,25.316668,52.8,64.1,68.666664,63.533333,28.333334,48.45,46.516666,61.883335,50.433334,63.683334,62.666668,35.533333,54.05,82.2,40.333332,1.35,68.933334
Torridge 008C,25.783333,53.566666,64.86667,69.45,64.3,29.116667,49.216667,46.966667,62.666668,51.216667,64.46667,63.45,36.0,54.5,82.98333,41.116665,1.45,69.71667
Torridge 008D,32.95,60.75,72.05,76.61667,71.48333,36.3,56.4,54.15,69.833336,58.383335,71.65,70.61667,43.166668,61.683334,90.166664,48.283333,8.616667,76.9
Torridge 009A,37.516666,48.833332,54.916668,64.71667,64.78333,25.633333,51.25,58.716667,57.933334,46.483334,59.733334,58.716667,47.733334,66.25,78.25,30.05,12.05,64.98333
Torridge 009B,28.216667,49.566666,62.233334,65.45,58.983334,24.25,43.883335,49.4,58.666668,47.2,60.466667,59.45,38.433334,56.933334,78.98333,38.483334,10.683333,65.71667
Torridge 009C,36.05,44.8,56.116665,60.683334,62.0,20.35,46.916668,57.25,53.9,42.45,55.7,54.683334,46.266666,64.76667,74.21667,32.35,11.916667,60.95
Torridge 009D,18.133333,57.483334,70.166664,73.36667,57.7,32.183334,51.983334,39.333332,66.583336,55.116665,68.38333,67.36667,28.35,46.85,86.9,46.4,17.5,73.63333
East Devon 004G,68.45,10.25,52.116665,33.983334,26.7,33.766666,30.4,45.666668,27.2,24.2,10.016666,19.466667,57.766666,74.36667,52.15,51.85,61.233334,34.25
Exeter 011F,61.333332,3.7666667,45.0,26.866667,20.983334,26.65,20.983334,39.95,20.083334,17.083334,15.933333,14.866667,52.066666,68.65,45.033333,44.733334,54.133335,27.15
Exeter 011G,61.55,5.2166667,45.233334,27.1,21.216667,26.866667,23.15,40.183334,20.316668,17.316668,16.166666,15.083333,52.283333,68.86667,45.266666,44.95,54.35,27.366667
Exeter 015E,63.8,7.85,47.466667,29.583334,23.85,29.133333,23.866667,42.816666,22.566668,19.566668,18.8,12.45,54.916668,71.51667,47.5,47.2,56.6,29.616667
Exeter 015F,64.25,8.283334,47.916668,30.016666,24.3,29.583334,25.2,43.266666,23.0,20.0,19.25,12.883333,55.366665,71.96667,47.95,47.65,57.05,30.066668
Plymouth 027F,74.13333,44.133335,2.9833333,45.533333,60.083332,44.583332,57.4,79.05,33.733334,31.05,55.033333,54.016666,82.183334,100.683334,31.783333,24.083334,63.7,37.433334
Plymouth 027G,74.38333,44.4,2.85,45.783333,60.35,44.833332,57.65,79.316666,33.983334,31.3,55.3,54.283333,83.25,101.75,32.033333,24.35,63.95,37.7
Plymouth 031G,76.916664,44.033333,7.6,45.416668,59.983334,47.366665,57.283333,78.95,33.616665,30.933332,54.933334,53.9,84.96667,103.45,28.016666,26.866667,66.48333,37.333332
Plymouth 031H,75.65,43.5,6.3333335,44.883335,59.45,46.1,56.75,78.416664,33.083332,30.4,54.4,53.383335,83.7,102.2,28.633333,25.616667,65.21667,36.8
Plymouth 034B,75.55,47.516666,4.05,48.9,63.466667,46.016666,60.766666,82.433334,36.833332,33.933334,58.416668,57.116665,83.6,102.1,34.666668,25.516666,65.11667,40.533333
Plymouth 034C,75.316666,45.75,3.8166666,47.133335,61.683334,45.783333,59.0,80.65,35.333332,32.65,56.65,55.616665,83.36667,101.86667,33.383335,25.283333,64.88333,39.033333
Plymouth 034D,75.916664,46.783333,4.4166665,48.183334,62.733334,46.366665,60.033333,81.7,36.383335,33.816666,57.683334,56.666668,83.96667,102.46667,34.533333,25.866667,65.48333,40.083332
Plymouth 034E,77.066666,49.016666,5.55,50.416668,64.96667,47.516666,62.266666,83.933334,38.333332,35.65,59.916668,58.616665,85.11667,103.6,36.65,27.016666,66.61667,42.316666
Teignbridge 005E,70.65,18.55,53.933334,25.916666,34.55,35.966667,33.716667,53.516666,22.35,26.016666,29.5,28.416666,65.61667,82.2,50.7,54.066666,63.45,29.233334
Teignbridge 005F,73.53333,23.416666,53.25,24.516666,39.416668,38.85,38.583332,58.366665,20.933332,25.333334,34.366665,33.283333,70.48333,87.066666,49.3,56.95,66.333336,27.833334
Teignbridge 013E,64.683334,20.9,31.883333,17.733334,36.85,30.833334,34.15,55.816666,4.7166667,7.65,31.8,30.783333,66.566666,84.51667,31.916666,39.716667,58.316666,17.766666
Teignbridge 013F,64.55,20.783333,31.15,17.6,36.733334,30.716667,34.033333,55.7,4.6,7.5333333,31.683332,30.666666,66.45,84.4,31.183332,38.983334,58.2,17.65
Torbay 003G,73.316666,23.8,43.133335,6.8,39.75,38.633335,37.05,58.716667,10.316667,18.0,34.7,33.683334,70.833336,87.416664,33.05,51.7,66.11667,10.083333
Torridge 007D,25.85,36.783333,60.3,52.65,39.716667,17.516666,24.633333,31.516666,45.866665,33.0,47.683334,46.65,27.75,46.233334,64.78333,36.55,31.183332,52.933334
Torridge 008E,18.75,66.2,80.183334,82.066666,56.55,41.566666,54.116665,38.166668,75.28333,62.416668,77.1,76.066666,27.2,45.7,94.2,56.433334,18.116667,82.35
West Devon 001A,32.9,33.7,50.3,49.583332,40.0,11.45,24.916666,39.983334,42.8,29.933332,44.6,43.583332,37.783333,56.283333,61.7,26.533333,25.233334,49.85
West Devon 001B,26.2,37.616665,50.283333,53.483334,47.016666,12.3,31.933332,42.2,46.716667,35.25,48.516666,47.483334,34.25,52.75,67.03333,26.533333,18.533333,53.766666
West Devon 001D,34.616665,29.316668,57.283333,45.183334,35.616665,11.85,20.533333,38.733334,38.416668,25.533333,40.216667,39.2,36.516666,55.016666,57.316666,32.766666,31.466667,45.466667
West Devon 002A,36.533333,28.1,46.733334,43.983334,43.016666,2.8,27.933332,45.5,37.2,25.75,39.0,37.983334,43.283333,62.283333,57.516666,22.966667,28.25,44.25
West Devon 002B,35.316666,26.766666,45.5,42.633335,43.55,1.45,28.466667,46.533333,35.85,24.4,37.666668,36.633335,44.316666,62.816666,56.183334,21.75,27.033333,42.916668
West Devon 002C,35.783333,29.25,45.983334,45.116665,45.5,3.9333334,30.416666,48.466667,38.333332,26.883333,40.15,39.116665,43.833332,62.333332,58.666668,22.216667,27.5,45.4
West Devon 002D,34.983334,28.45,45.183334,44.316666,44.7,3.1333334,29.616667,47.666668,37.533333,26.083334,39.35,38.316666,43.033333,61.533333,57.866665,21.416666,26.7,44.6
West Devon 003A,47.566666,27.0,45.883335,35.533333,42.95,13.733334,32.333332,51.666668,27.716667,14.15,37.9,36.883335,49.45,67.96667,45.916668,31.816668,41.216667,35.816666
West Devon 003B,41.583332,20.333334,48.933334,36.216667,36.283333,6.9166665,22.75,45.7,29.433332,17.2,31.233334,30.216667,43.483334,61.983334,48.966667,25.0,34.383335,36.483334
West Devon 003C,61.233334,45.7,27.5,48.066666,61.65,31.7,57.433334,75.46667,35.283333,33.016666,56.6,55.583332,69.28333,87.78333,50.166668,12.45,50.8,45.2
West Devon 003D,42.666668,26.666666,48.85,42.533333,42.616665,6.65,29.716667,49.05,35.066666,21.516666,37.566666,36.533333,46.85,65.35,53.283333,25.083334,34.383335,42.816666
West Devon 004A,40.683334,34.333332,43.316666,50.216667,50.283333,11.133333,39.85,54.916668,43.433334,31.983334,45.233334,44.216667,48.733334,67.21667,63.75,19.2,26.9,50.483334
West Devon 004B,52.95,46.433334,36.866665,62.316666,62.383335,23.233334,51.533333,67.183334,54.35,44.083332,57.333332,56.316666,61.0,79.48333,59.216667,12.016666,34.933334,64.26667
West Devon 004C,56.35,50.016666,28.916666,60.65,65.95,26.8,55.116665,70.583336,47.866665,45.666668,60.916668,59.883335,64.4,82.9,51.25,5.883333,44.25,57.783333
West Devon 004D,46.266666,42.283333,43.75,58.15,58.233334,19.066668,47.4,63.016666,51.366665,39.916668,53.183334,52.15,56.833332,75.333336,66.1,18.9,20.8,58.433334
West Devon 005A,50.833332,44.483334,24.75,55.35,60.433334,21.283333,49.6,65.066666,42.566666,40.35,55.383335,54.366665,58.883335,77.36667,47.1,0.3,40.4,52.483334
West Devon 005B,52.633335,46.3,25.666666,56.95,62.25,23.083334,51.4,66.86667,44.166668,41.95,57.2,56.166668,60.683334,79.183334,48.016666,2.4166667,42.2,54.066666
West Devon 005C,52.75,46.4,24.633333,57.05,62.35,23.2,51.5,66.98333,44.266666,42.05,57.3,56.283333,60.8,79.28333,46.983334,2.3833334,42.3,54.183334
West Devon 005D,51.466667,45.133335,24.0,55.783333,61.083332,21.916666,50.233334,65.7,43.0,40.783333,56.033333,55.016666,59.516666,78.01667,46.35,1.45,41.033333,52.916668
West Devon 005E,52.716667,46.383335,23.116667,57.033333,62.333332,23.183332,51.483334,66.95,44.25,42.033333,57.283333,56.266666,60.766666,79.26667,45.466667,2.7,42.283333,49.916668
West Devon 005F,50.4,44.05,25.716667,54.366665,60.0,20.85,49.166668,64.63333,41.6,39.383335,54.95,53.933334,58.45,76.933334,48.066666,1.6,39.966667,51.5
West Devon 005G,53.766666,47.433334,21.85,58.083332,63.383335,24.233334,52.533333,68.01667,45.3,43.083332,58.333332,57.316666,61.816666,80.316666,44.2,3.4166667,43.333332,48.65
West Devon 006A,61.05,50.866665,17.966667,53.233334,66.816666,31.183332,59.816666,75.28333,40.45,38.233334,61.766666,60.733334,69.1,87.6,40.316666,10.7,50.3,44.766666
West Devon 006B,45.1,38.766666,29.95,54.633335,54.716667,15.55,44.266666,59.333332,45.25,36.4,49.666668,48.65,53.15,71.65,52.283333,5.8333335,34.666668,55.166668
West Devon 006C,57.766666,51.433334,19.0,53.883335,67.38333,27.9,56.533333,72.0,44.45,42.25,62.333332,61.3,65.816666,84.316666,41.35,7.4166665,47.016666,45.783333
West Devon 006D,57.866665,51.533333,19.1,56.65,67.48333,28.016666,56.633335,72.1,43.866665,41.666668,62.433334,61.416668,65.916664,84.416664,41.45,7.516667,47.116665,45.9
West Devon 007A,62.116665,55.783333,27.116667,62.0,71.73333,32.566666,60.883335,76.35,53.633335,51.433334,66.683334,65.65,70.166664,88.666664,49.466667,11.766666,51.683334,53.916668
West Devon 007B,61.683334,55.333332,26.683332,61.566666,71.28333,32.133335,60.45,75.916664,53.2,51.0,66.23333,65.21667,69.73333,88.21667,49.033333,11.316667,51.233334,53.466667
West Devon 007C,61.366665,55.333332,19.466667,54.35,71.28333,31.816668,60.45,75.916664,45.866665,43.65,66.23333,65.21667,69.73333,88.21667,41.816666,11.333333,50.933334,46.266666
West Devon 007D,61.833332,51.333332,17.833334,52.716667,67.28333,32.3,60.916668,76.38333,40.916668,42.483334,62.233334,61.2,70.2,88.7,40.183334,11.8,51.4,44.616665
East Devon 005F,78.03333,28.583334,70.45,52.316666,38.133335,52.083332,48.733334,57.083332,45.533333,42.533333,16.966667,37.8,69.2,85.78333,70.48333,70.166664,79.566666,52.583332
East Devon 005G,82.583336,33.116665,74.98333,56.85,42.666668,56.633335,53.266666,61.633335,50.066666,47.066666,21.5,42.333332,73.73333,90.333336,75.01667,74.71667,84.1,57.133335
East Devon 021C,61.783333,9.083333,50.95,32.816666,21.866667,32.6,24.5,40.833332,26.033333,23.033333,16.616667,20.883333,52.933334,69.51667,50.983334,50.683334,60.083332,33.1
East Devon 021D,63.05,6.133333,49.433334,31.3,23.116667,31.066668,21.466667,42.083332,24.516666,21.516666,17.816668,19.833334,54.183334,70.76667,49.483334,49.166668,58.566666,31.583334
East Devon 021E,62.733334,4.5833335,46.4,28.266666,21.033333,28.05,23.416666,40.0,21.483334,18.483334,14.883333,16.333334,52.1,68.7,46.433334,46.133335,55.533333,28.55
East Devon 021F,66.833336,8.65,50.516666,32.383335,25.1,32.15,32.366665,44.066666,25.6,22.6,11.4,20.45,56.166668,72.75,50.55,50.25,59.633335,32.65
East Devon 022A,66.26667,8.066667,49.933334,31.8,24.516666,31.583334,30.35,43.483334,25.016666,22.016666,11.183333,19.866667,55.6,72.183334,49.966667,49.666668,59.066666,32.083332
East Devon 022B,66.03333,7.8333335,49.7,31.566668,24.283333,31.35,31.566668,43.25,24.8,21.783333,11.6,19.633333,55.366665,71.95,49.733334,49.433334,58.833332,31.85
East Devon 022C,64.816666,6.633333,48.5,30.366667,23.083334,30.133333,30.366667,42.05,23.583334,20.583334,11.95,18.433332,54.15,70.75,48.533333,48.233334,57.616665,30.633333
East Devon 022D,64.3,6.116667,47.983334,29.85,22.566668,29.616667,29.833334,41.533333,23.066668,20.066668,13.633333,17.916666,53.633335,70.21667,48.016666,47.716667,57.1,30.116667
Exeter 001G,62.15,10.283334,50.2,32.066666,24.75,27.916666,15.616667,43.183334,25.283333,22.283333,22.0,23.216667,55.066666,71.88333,50.233334,46.0,55.383335,32.35
Exeter 001H,59.0,12.083333,48.716667,30.583334,22.45,26.416666,12.466666,40.883335,23.8,20.8,23.833334,23.233334,51.916668,69.566666,48.75,44.5,53.9,30.85
Exeter 008F,58.433334,8.066667,46.05,27.916666,25.716667,23.75,16.516666,44.133335,21.133333,18.133333,19.683332,19.966667,55.966667,72.833336,46.083332,41.833332,51.233334,28.183332
Exeter 008G,58.466667,9.383333,46.083332,27.95,26.7,23.8,16.716667,45.116665,21.166666,18.166666,21.0,20.333334,56.15,73.816666,46.116665,41.883335,51.266666,28.233334
Exeter 011H,61.15,6.016667,44.416668,26.3,22.016666,27.066668,19.983334,40.966667,19.516666,16.516666,16.966667,15.883333,53.083332,69.666664,44.466667,44.55,53.95,26.566668
Exeter 011I,61.466667,5.133333,45.683334,27.55,21.133333,26.8,22.633333,40.1,20.766666,17.766666,16.083334,15.016666,52.2,68.8,45.716667,44.883335,54.266666,27.833334
Exeter 015G,62.233334,7.3166666,45.516666,27.383333,23.316668,27.566668,22.5,42.283333,20.6,17.6,18.266666,14.933333,54.383335,70.98333,45.55,45.65,55.033333,27.65
Exeter 015H,62.133335,7.2166667,45.4,27.283333,23.216667,27.466667,22.383333,42.183334,20.5,17.5,18.166666,13.683333,54.283333,70.86667,45.45,45.55,54.933334,27.55
Mid Devon 002E,49.783333,18.25,60.133335,42.0,9.866667,41.783333,26.683332,28.833334,35.216667,32.216667,23.916666,30.066668,40.933334,57.533333,60.166668,59.866665,69.25,42.266666
Mid Devon 002F,42.166668,21.05,62.933334,44.8,2.8666666,45.166668,19.683332,21.216667,38.033333,35.033333,26.716667,32.866665,33.316666,49.9,62.983334,62.666668,65.38333,45.083332
North Devon 012F,12.45,52.0,82.38333,75.75,34.833332,44.4,43.733334,16.466667,68.98333,61.1,57.666668,63.816666,5.0833335,23.583334,92.88333,58.616665,36.283333,76.03333
North Devon 012G,13.066667,52.616665,83.0,76.38333,35.466667,45.016666,44.35,17.083334,69.6,61.716667,58.283333,64.45,4.116667,22.633333,93.5,59.233334,37.6,76.65
Torbay 003H,73.21667,23.716667,43.033333,6.2166667,39.65,38.533333,36.966667,58.616665,10.216666,17.9,34.6,33.583332,70.73333,87.316666,32.95,51.6,66.01667,9.983334
Torbay 013H,78.1,28.583334,35.55,12.933333,44.533333,43.416668,41.833332,63.5,15.1,21.766666,39.483334,38.466667,75.6,92.2,25.466667,50.216667,70.9,4.8333335
Torbay 013I,78.4,28.883333,36.533333,13.233334,44.833332,43.716667,42.133335,63.8,15.4,22.066668,39.783333,38.766666,75.916664,92.5,26.466667,51.2,71.2,5.15
Torridge 002D,5.7833333,59.4,78.6,81.11667,42.25,40.616665,51.133335,23.866667,74.333336,61.466667,65.066666,71.23333,12.9,31.4,93.23333,54.833332,30.333334,81.38333
Torridge 002E,5.8,59.433334,78.61667,81.13333,42.266666,40.633335,51.166668,23.9,74.35,61.483334,65.1,71.25,12.916667,31.433332,93.26667,54.866665,30.35,81.416664
West Devon 001E,36.333332,42.55,53.85,58.433334,55.183334,16.7,40.083332,52.316666,51.65,40.2,53.45,52.433334,44.366665,62.883335,71.96667,30.1,22.283333,58.7
West Devon 001F,37.95,28.683332,47.316666,44.566666,43.2,3.3833334,28.116667,45.683334,37.783333,26.333334,39.583332,38.566666,43.466667,62.466667,58.1,23.55,28.833334,44.833332
