from_id,Bideford Community Hospital,NHS Nightingale Exeter,"Colin Campbell Court, Plymouth",Torbay & South Devon Community Diagnostic Centre,Tiverton - Lowman Way,Okehampton - Exeter Road Industrial Estate,Crediton - Lords Meadow,South Molton - Pathfields,Newton Abbott - Market Walk,Bovey Tracey - Blue Waters,Honiton - Devonshire Road,Exmouth - The Strand,Barnstaple - Archwood Retail Park,Ilfracombe - Wilder Road,Kingsbridge - Fore Street,Tavistock - Drake Road,Holsworthy - Underlane,Paignton - Hyde Road
Exeter 004A,60.85,7.7,48.466667,30.333334,23.45,26.166666,17.233334,41.883335,23.55,20.55,19.4,21.3,53.983334,70.583336,48.5,44.266666,53.65,30.616667
Exeter 005A,60.2,14.483334,48.483334,30.35,24.433332,26.2,13.666667,42.866665,23.583334,20.583334,25.383333,24.35,53.1,71.61667,48.516666,44.283333,53.666668,30.633333
Exeter 005B,60.7,13.583333,49.0,30.866667,24.95,26.7,14.166667,43.383335,24.083334,21.083334,25.883333,24.866667,53.616665,72.11667,49.033333,44.783333,54.183334,31.15
Exeter 005C,59.8,13.65,47.666668,29.533333,23.616667,25.366667,13.266666,42.05,22.75,19.75,24.55,23.533333,52.716667,71.21667,47.7,43.45,52.85,29.8
Exeter 005D,59.933334,13.866667,47.883335,29.75,26.5,25.266666,16.15,44.916668,22.966667,19.966667,24.766666,23.75,55.6,74.1,47.916668,43.666668,53.066666,30.016666
Exeter 005E,60.766666,12.333333,46.333332,28.2,24.583334,24.05,14.233334,43.016666,21.433332,18.433332,23.233334,22.2,53.683334,72.2,46.366665,42.133335,51.516666,28.483334
Exeter 006A,60.416668,5.4333334,48.583332,30.133333,22.366667,25.733334,17.216667,41.333332,23.35,20.35,17.083334,18.116667,53.45,70.03333,48.3,43.816666,53.216667,30.4
Exeter 006B,61.333332,5.9166665,49.083332,30.633333,22.866667,26.65,18.116667,41.833332,23.85,20.85,17.583334,18.616667,53.933334,70.53333,48.8,44.733334,54.116665,30.9
Exeter 007A,61.433334,5.0333333,48.2,29.733334,21.983334,26.75,18.233334,40.95,22.95,19.95,16.683332,17.733334,53.05,69.63333,47.9,44.833332,54.233334,30.016666
Exeter 008A,59.716667,7.266667,47.333332,29.2,24.566668,25.033333,16.516666,42.983334,22.416666,19.416666,19.416666,20.466667,55.966667,71.683334,47.366665,43.116665,52.516666,29.466667
Exeter 008B,60.1,7.633333,47.7,29.583334,25.383333,25.416666,16.9,43.816666,22.8,19.8,19.283333,20.333334,56.333332,72.51667,47.75,43.5,52.9,29.85
Exeter 009A,58.783333,6.983333,46.383335,28.266666,25.566668,24.1,16.366667,43.983334,21.483334,18.483334,19.533333,19.733334,55.816666,72.683334,46.433334,42.183334,51.566666,28.533333
Exeter 010A,59.05,12.933333,46.95,28.816668,27.0,24.366667,15.916667,45.416668,22.033333,19.033333,23.833334,22.816668,55.366665,73.86667,46.983334,42.45,51.85,29.083334
Exeter 012A,55.683334,9.283334,43.3,25.166666,25.233334,21.0,17.683332,44.2,18.383333,15.383333,20.183332,19.166666,57.116665,72.9,43.333332,39.083332,48.483334,25.433332
Exeter 012B,58.6,12.483334,46.5,28.366667,27.066668,23.916666,16.266666,45.483334,21.583334,18.583334,23.383333,22.366667,55.716667,74.183334,46.533333,42.0,51.4,28.633333
Exeter 012C,56.983334,10.866667,44.883335,26.75,26.416666,22.3,16.433332,44.85,19.966667,16.966667,21.766666,20.75,55.883335,73.55,44.916668,40.4,49.783333,27.016666
Exeter 012D,57.033333,10.633333,44.65,26.516666,27.7,22.35,17.716667,46.133335,19.733334,16.733334,21.533333,20.516666,57.166668,74.833336,44.683334,40.433334,49.833332,26.783333
Exeter 012E,59.783333,12.716666,46.733334,28.6,25.783333,25.1,15.45,44.216667,21.816668,18.816668,23.616667,22.6,54.883335,73.4,46.766666,42.516666,51.916668,28.866667
Exeter 013A,61.45,5.0333333,48.183334,29.733334,21.966667,26.766666,18.233334,40.933334,22.95,19.95,16.683332,17.733334,53.05,69.63333,47.9,44.85,54.233334,30.0
Exeter 014A,56.25,9.85,42.383335,24.25,25.816668,21.583334,18.716667,44.783333,17.466667,14.466666,20.75,19.733334,58.15,73.46667,42.416668,39.65,49.05,24.533333
Exeter 014B,55.316666,8.916667,42.916668,24.783333,24.866667,20.633333,17.766666,43.833332,18.016666,15.016666,19.816668,18.783333,57.2,72.51667,42.95,38.716667,48.1,25.066668
Exeter 014C,56.466667,8.916667,42.816666,24.683332,24.916666,21.783333,18.916666,43.866665,17.9,14.9,19.866667,18.783333,55.983334,72.566666,42.85,39.866665,49.266666,24.966667
Exeter 014D,56.883335,10.483334,44.5,26.366667,25.483334,22.2,15.5,43.9,19.583334,16.583334,21.383333,20.366667,54.933334,72.6,44.533333,40.283333,49.683334,26.633333
Exeter 014E,56.066666,9.666667,43.683334,25.55,25.966667,21.383333,15.983334,44.4,18.766666,15.766666,20.566668,19.55,55.433334,73.083336,43.716667,39.466667,48.866665,25.816668
Exeter 001E,61.05,10.616667,52.883335,34.75,23.15,30.6,14.516666,41.583332,27.983334,24.983334,22.316668,23.55,53.95,70.28333,52.933334,48.683334,60.466667,35.033333
Exeter 002D,63.6,8.266666,50.133335,32.0,22.516666,27.783333,17.066668,40.95,25.216667,22.166666,20.3,22.3,53.05,69.65,50.166668,45.866665,55.266666,32.266666
Exeter 002E,63.05,7.6666665,48.45,30.316668,23.233334,26.15,17.016666,41.666668,23.533333,20.533333,19.366667,21.283333,53.766666,70.36667,48.483334,44.233334,53.633335,30.6
Exeter 003B,66.05,4.9333334,48.233334,30.1,23.233334,29.883333,19.516666,41.666668,23.316668,20.316668,16.633333,18.633333,53.766666,70.36667,48.266666,47.966667,57.35,30.383333
Exeter 003C,65.71667,4.1666665,47.466667,29.333334,22.9,29.083334,19.183332,41.333332,22.55,19.55,15.866667,17.866667,53.433334,70.03333,47.5,47.183334,56.583332,29.6
Exeter 003D,60.133335,3.2166667,46.516666,28.383333,20.2,28.166666,20.566668,39.166668,21.6,18.6,14.916667,16.916666,51.283333,67.86667,46.55,46.25,55.633335,28.666666
Exeter 003E,61.9,5.0,48.3,30.166666,21.983334,28.783333,20.266666,40.95,23.383333,20.383333,16.7,18.7,53.05,69.65,48.333332,46.866665,56.266666,30.433332
Exeter 004B,61.666668,8.7,48.416668,30.283333,23.183332,26.116667,15.133333,41.6,23.5,20.5,20.416666,21.633333,53.716667,70.3,48.45,44.2,53.6,30.566668
Exeter 004C,62.716667,8.983334,48.516666,30.383333,24.583334,26.216667,16.183332,43.016666,23.6,20.6,20.7,21.65,55.616665,71.71667,48.55,44.316666,53.7,30.666666
Exeter 004D,60.683334,9.633333,48.133335,30.0,24.15,25.833334,14.166667,42.566666,23.216667,20.216667,21.35,22.283333,53.6,71.26667,48.166668,43.916668,53.316666,30.266666
Exeter 004E,61.6,8.683333,48.2,30.083334,24.233334,25.916666,15.066667,42.666668,23.3,20.3,20.383333,21.333334,54.516666,71.35,48.25,44.0,53.4,30.35
Exeter 006C,61.7,6.233333,49.533333,31.4,23.216667,27.016666,18.5,42.183334,24.616667,21.616667,17.933332,19.933332,54.3,70.88333,49.566666,45.1,54.5,31.666666
Exeter 006D,60.4,6.85,48.016666,29.883333,23.683332,25.716667,17.2,42.116665,23.1,20.1,18.55,20.45,54.216667,70.8,48.05,43.816666,53.2,30.166666
Exeter 006E,60.766666,6.866667,49.0,30.866667,24.65,26.083334,17.566668,43.083332,24.083334,21.083334,18.516666,19.566668,55.183334,71.78333,49.033333,44.166668,53.55,31.133333
Exeter 007B,62.183334,6.9666667,49.8,31.666666,25.466667,27.516666,18.983334,43.9,24.883333,21.883333,18.666666,19.683332,56.0,72.583336,49.833332,45.6,54.983334,31.95
Exeter 007C,61.533333,4.633333,47.7,29.6,21.616667,28.666666,20.15,40.583332,22.816668,19.816668,16.333334,17.583334,52.7,69.28333,47.766666,46.75,56.15,29.866667
Exeter 007D,63.116665,3.9,46.783333,28.666666,20.85,28.45,20.483334,39.816666,21.883333,18.883333,15.55,16.666666,51.916668,68.5,46.833332,46.533333,55.916668,28.933332
Exeter 007E,63.866665,4.383333,47.533333,29.083334,21.316668,28.866667,19.683332,40.283333,22.3,19.3,16.033333,17.083334,52.4,68.98333,47.25,46.95,56.333332,29.35
Exeter 008D,59.7,12.816667,46.833332,28.7,23.15,24.533333,13.166667,41.583332,21.916666,18.916666,23.716667,22.7,52.616665,70.28333,46.866665,42.616665,52.016666,28.966667
Exeter 008E,57.716667,11.316667,45.333332,27.2,24.3,23.033333,14.316667,42.733334,20.416666,17.416666,22.216667,21.2,53.766666,71.433334,45.366665,41.116665,50.516666,27.466667
Exeter 009B,59.75,7.9,46.316666,28.183332,23.9,25.066668,17.983334,42.866665,21.4,18.4,18.85,17.783333,54.966667,71.566666,46.35,43.15,52.55,28.45
Exeter 009C,59.5,7.5666666,48.133335,30.0,25.716667,24.833334,17.75,44.683334,23.233334,20.233334,19.233334,19.6,57.15,73.38333,48.166668,42.916668,52.3,30.283333
Exeter 009D,58.1,9.016666,45.716667,27.583334,25.016666,23.416666,16.333334,43.983334,20.8,17.8,19.966667,18.883333,55.783333,72.666664,45.75,41.516666,50.9,27.866667
Exeter 010B,58.116665,11.733334,45.733334,27.6,25.55,23.45,15.566667,43.966667,20.816668,17.816668,22.633333,21.6,55.0,72.666664,45.766666,41.533333,50.916668,27.883333
Exeter 010C,57.55,11.15,45.15,27.016666,24.966667,22.866667,14.983334,43.4,20.25,17.25,22.05,21.033333,54.433334,72.083336,45.183334,40.95,50.333332,27.3
Exeter 010D,57.716667,11.333333,45.333332,27.2,26.433332,23.05,16.45,44.866665,20.416666,17.416666,22.233334,21.2,55.9,73.55,45.366665,41.133335,50.516666,27.483334
Exeter 010E,56.25,9.85,43.85,25.716667,25.816668,21.566668,15.833333,44.25,18.95,15.95,20.75,19.733334,55.283333,72.95,43.883335,39.65,49.033333,26.0
Exeter 011A,63.066666,3.7666667,46.75,28.283333,20.716667,28.066668,20.466667,39.683334,21.516666,18.833334,15.416667,16.283333,51.783333,68.36667,46.783333,46.15,55.55,28.566668
Exeter 011B,63.366665,5.0333333,47.05,28.916666,21.983334,28.7,19.95,40.95,22.133333,19.133333,16.683332,16.916666,53.05,69.63333,47.083332,46.783333,56.166668,29.183332
Exeter 011E,63.283333,4.0666666,46.933334,28.833334,21.016666,28.616667,21.9,39.966667,22.05,19.033333,15.716666,16.833334,52.083332,68.666664,47.0,46.7,56.083332,29.1
Exeter 013B,60.916668,7.366667,45.783333,27.65,23.383333,26.233334,19.15,42.333332,20.883333,17.883333,18.333334,17.25,54.45,71.03333,45.833332,44.333332,53.716667,27.933332
Exeter 013C,62.85,6.016667,47.716667,29.583334,22.95,28.166666,19.216667,41.916668,22.816668,19.816668,17.666666,19.183332,54.033333,70.61667,47.766666,46.266666,55.65,29.866667
Exeter 013D,62.4,5.0666666,47.9,29.766666,22.0,27.716667,19.2,40.966667,22.983334,19.983334,16.716667,17.75,53.083332,69.666664,47.933334,45.8,55.2,30.05
Exeter 013E,60.9,7.35,45.766666,27.633333,23.35,26.216667,19.133333,42.316666,20.85,17.85,18.3,17.233334,54.416668,71.01667,45.8,44.3,53.7,27.916666
Exeter 015A,62.1,5.75,44.166668,26.033333,21.75,27.416666,20.333334,40.716667,19.25,16.25,16.7,15.616667,52.816666,69.4,44.2,45.5,54.9,26.3
Exeter 015B,61.183334,6.25,44.45,26.316668,22.25,26.5,21.433332,41.216667,19.533333,16.533333,17.2,15.183333,53.333332,69.916664,44.483334,44.583332,53.983334,26.6
Mid Devon 001A,52.766666,21.233334,63.116665,44.983334,12.85,44.766666,29.666666,31.816668,38.2,35.2,26.9,33.05,43.916668,60.516666,63.15,62.85,72.23333,45.25
Mid Devon 001B,40.366665,28.033333,69.933334,51.8,10.883333,51.566666,26.316668,19.416666,45.016666,42.016666,33.7,39.866665,31.516666,48.116665,69.96667,69.65,64.21667,52.066666
Mid Devon 001C,39.933334,28.616667,70.5,52.383335,11.466666,52.15,26.9,18.983334,45.6,42.6,34.283333,40.45,31.083334,47.683334,70.55,70.23333,63.783333,52.65
Mid Devon 002A,41.733334,21.466667,63.35,45.216667,3.5,44.8,19.316668,20.783333,38.433334,35.433334,27.133333,33.283333,32.9,49.483334,63.383335,63.083332,65.01667,45.5
Mid Devon 002B,44.716667,21.1,62.983334,44.866665,4.25,43.983334,18.483334,23.766666,38.083332,35.083332,26.766666,32.933334,35.883335,52.466667,63.033333,62.716667,64.183334,45.133335
Mid Devon 004A,43.083332,20.8,62.7,44.566666,2.6166666,42.35,16.85,22.133333,37.783333,34.783333,26.466667,32.633335,34.25,50.833332,62.733334,63.516666,62.55,44.833332
Mid Devon 004B,43.35,21.066668,62.95,44.816666,2.8833334,43.316666,17.816668,22.4,38.033333,35.033333,26.733334,32.883335,34.5,51.1,62.983334,62.683334,63.533333,45.1
Mid Devon 005A,41.8,21.533333,63.416668,45.283333,3.25,42.716667,17.233334,20.85,38.5,35.5,27.2,33.35,32.966667,49.55,63.45,63.9,62.933334,45.566666
Mid Devon 006A,48.566666,17.033333,58.916668,40.8,8.666667,40.566666,25.466667,27.616667,34.016666,31.016666,22.7,28.866667,39.733334,56.316666,58.966667,58.65,68.05,41.066666
Mid Devon 007A,50.033333,11.666667,53.55,35.416668,10.116667,35.2,26.933332,29.083334,28.633333,25.633333,17.316668,23.483334,41.2,57.783333,53.583332,53.283333,62.666668,35.683334
Mid Devon 008A,56.95,16.35,60.466667,42.333332,17.05,42.116665,23.25,36.0,35.55,32.55,24.25,30.4,48.116665,64.7,60.5,60.2,68.95,42.616665
Mid Devon 008B,54.716667,18.4,59.9,41.766666,15.35,38.633335,13.133333,33.766666,34.983334,31.983334,31.266666,32.083332,45.883335,62.466667,59.933334,55.683334,58.85,42.033333
Mid Devon 011A,47.433334,23.116667,58.633335,40.5,18.2,26.65,3.1166666,36.633335,33.716667,30.716667,34.9,34.5,40.35,58.866665,58.666668,47.833332,46.866665,40.766666
Mid Devon 011B,48.366665,23.233334,58.65,40.516666,16.966667,27.566668,2.0833333,35.383335,33.733334,30.733334,34.933334,34.516666,41.283333,59.783333,58.683334,48.75,47.783333,40.8
Mid Devon 001D,58.75,31.6,69.05,50.916668,17.416666,37.966667,12.483334,35.083332,44.133335,41.133335,40.616665,44.866665,48.0,64.6,69.083336,59.15,58.183334,51.2
Mid Devon 002D,42.183334,21.916666,63.8,45.666668,4.766667,42.916668,17.433332,21.233334,38.9,35.9,27.583334,33.733334,33.35,49.933334,63.833332,64.1,63.133335,45.95
Mid Devon 003A,49.683334,18.133333,60.033333,41.9,9.766666,41.666668,26.566668,28.733334,35.116665,32.116665,23.8,29.966667,40.833332,57.416668,60.066666,59.75,69.15,42.166668
Mid Devon 003B,52.95,21.416666,63.3,45.166668,13.033334,44.95,29.85,32.0,38.383335,35.383335,27.083334,33.233334,44.1,60.7,63.333332,63.033333,72.416664,45.433334
Mid Devon 003C,57.633335,26.1,67.98333,49.85,17.733334,49.633335,34.533333,36.683334,43.083332,40.083332,24.95,37.916668,48.8,65.38333,68.03333,67.71667,77.11667,50.133335
Mid Devon 004C,43.366665,21.4,63.283333,45.15,3.2,43.333332,17.833334,22.416666,38.366665,35.366665,27.05,33.216667,34.516666,51.116665,63.316666,64.5,63.533333,45.416668
Mid Devon 004D,42.283333,20.0,61.883335,43.75,1.8166667,43.4,17.9,21.333334,36.966667,33.966667,25.666666,31.816668,33.433334,50.033333,61.916668,61.616665,63.6,44.033333
Mid Devon 005B,41.816666,21.533333,63.416668,45.283333,3.9166667,41.566666,16.066668,20.866667,38.516666,35.516666,27.2,33.35,32.966667,49.55,63.466667,62.75,61.766666,45.566666
Mid Devon 005C,42.8,22.533333,64.416664,46.283333,4.9166665,42.566666,17.066668,21.85,39.5,36.5,28.2,34.35,33.966667,50.55,64.45,63.733334,62.766666,46.55
Mid Devon 005D,43.9,22.716667,64.6,46.466667,4.5333333,41.983334,16.483334,22.95,39.683334,36.683334,28.383333,34.533333,35.066666,51.65,64.63333,63.15,62.183334,46.733334
Mid Devon 006B,46.6,20.083334,61.983334,43.85,6.6833334,43.616665,22.933332,25.65,37.066666,34.066666,25.983334,31.916666,37.75,54.35,62.016666,61.716667,68.63333,44.116665
Mid Devon 006C,49.716667,15.033334,56.916668,38.783333,9.816667,38.566666,26.616667,28.766666,32.0,29.0,20.683332,26.85,40.866665,57.466667,56.95,56.65,66.03333,39.05
Mid Devon 006D,48.833332,15.216666,57.1,38.966667,8.933333,38.75,25.733334,27.883333,32.183334,29.183332,20.866667,27.033333,40.0,56.583332,57.133335,56.833332,66.21667,39.25
Mid Devon 007B,50.483334,12.116667,54.0,35.866665,10.566667,35.633335,27.383333,29.533333,29.083334,26.083334,17.766666,23.933332,41.633335,58.233334,54.033333,53.733334,63.116665,36.133335
Mid Devon 007C,51.683334,13.3,55.183334,37.066666,11.766666,36.833332,27.316668,30.733334,30.283333,27.283333,18.966667,25.116667,42.833332,59.433334,55.233334,54.916668,64.316666,37.333332
Mid Devon 007D,51.65,13.283334,55.166668,37.033333,11.733334,36.8,28.05,30.7,30.25,27.25,18.933332,25.1,42.8,59.4,55.2,54.9,64.28333,37.3
Mid Devon 008C,52.133335,13.75,55.633335,37.5,12.216666,37.283333,27.766666,31.183332,30.716667,27.716667,19.416666,25.566668,43.283333,59.866665,55.666668,55.366665,64.76667,37.783333
Mid Devon 008D,52.766666,17.166666,58.983334,40.85,13.4,36.7,16.283333,31.816668,34.066666,31.066668,26.2,30.466667,43.933334,60.516666,59.016666,54.783333,61.983334,41.133335
Mid Devon 009A,34.3,36.75,66.8,54.033333,31.233334,22.316668,16.15,30.8,47.25,36.0,48.45,48.033333,32.583332,51.083332,67.78333,43.05,38.983334,54.316666
Mid Devon 009B,39.483334,36.616665,72.11667,53.9,31.083334,26.683332,16.0,28.633333,47.116665,40.383335,48.3,47.9,30.4,48.916668,72.15,47.866665,44.166668,54.166668
Mid Devon 009C,39.766666,33.2,61.166668,49.083332,29.216667,15.75,14.133333,36.916668,42.3,29.433332,44.1,43.083332,38.683334,57.2,61.2,36.916668,35.95,49.35
Mid Devon 009D,47.633335,15.6,49.616665,31.483334,31.55,12.966666,18.016666,50.516666,24.7,21.7,26.5,25.483334,49.533333,68.03333,49.65,31.05,40.433334,31.75
Mid Devon 010A,53.05,19.2,54.716667,36.583332,21.55,32.266666,6.516667,39.966667,29.8,26.8,30.983334,30.583334,45.966667,64.46667,54.75,50.5,52.466667,36.85
Mid Devon 010B,50.083332,26.666666,62.1,43.966667,20.266666,29.3,5.516667,35.733334,37.183334,34.183334,38.366665,37.966667,43.0,61.5,62.133335,50.466667,49.5,44.233334
Mid Devon 010C,44.983334,38.7,74.2,55.983334,28.216667,28.766666,18.1,28.1,49.2,42.466667,51.05,49.983334,36.783333,55.3,74.23333,49.95,48.983334,56.266666
Mid Devon 010D,41.05,29.1,65.683334,46.4,23.583334,20.266666,8.5,32.183334,39.616665,33.95,40.8,40.4,33.966667,52.466667,65.71667,41.433334,40.466667,46.666668
Mid Devon 011C,46.75,23.933332,59.366665,41.233334,18.416666,25.966667,3.3333333,36.85,34.45,31.45,35.633335,35.233334,39.666668,58.166668,59.4,47.133335,46.166668,41.5
Mid Devon 011D,45.85,24.75,60.183334,42.05,19.25,25.066668,4.15,37.0,35.266666,32.266666,36.45,36.05,38.766666,57.266666,60.216667,46.233334,45.266666,42.316666
North Devon 002A,35.95,62.7,104.583336,86.46667,45.55,66.916664,60.983334,27.166666,79.683334,76.683334,68.36667,74.53333,24.266666,9.1,104.63333,82.1,59.8,86.73333
North Devon 002B,29.533333,56.283333,98.166664,80.05,39.133335,60.5,54.566666,20.75,73.26667,70.26667,61.95,68.11667,17.85,9.883333,98.21667,75.683334,53.383335,80.316666
North Devon 002C,32.083332,58.833332,100.71667,82.6,41.683334,63.05,57.116665,23.3,75.816666,72.816666,64.5,70.666664,20.4,9.033334,100.76667,78.23333,55.933334,82.86667
North Devon 004A,21.633333,59.1,91.53333,82.86667,41.95,52.716667,50.833332,23.566668,76.083336,68.2,64.76667,70.933334,9.95,12.383333,99.98333,67.78333,45.466667,83.13333
North Devon 005A,19.916666,57.383335,89.816666,81.13333,40.233334,51.0,49.116665,21.85,74.35,66.48333,63.05,69.2,8.233334,11.633333,98.26667,66.066666,43.75,81.416664
North Devon 005B,22.283333,59.75,92.183334,83.5,42.6,53.366665,51.483334,24.216667,76.71667,68.85,65.416664,71.566666,10.6,13.316667,100.63333,68.433334,46.116665,83.78333
North Devon 005C,21.683332,59.166668,91.6,82.916664,42.0,52.783333,50.9,23.633333,76.13333,68.26667,64.816666,70.98333,10.016666,12.716666,100.03333,67.833336,45.533333,83.183334
North Devon 005D,21.116667,58.6,91.03333,82.35,41.433334,52.216667,50.333332,23.066668,75.566666,67.7,64.26667,70.416664,9.45,12.15,99.46667,67.28333,44.966667,82.61667
North Devon 006A,27.516666,51.783333,93.666664,75.55,34.633335,59.866665,50.066666,16.25,68.76667,65.76667,57.45,63.616665,15.516666,20.533333,93.71667,73.666664,51.366665,75.816666
North Devon 008A,15.0,50.733334,84.933334,74.48333,33.583332,45.883335,43.983334,15.2,67.71667,61.35,56.4,62.566666,2.9833333,22.15,93.13333,61.15,38.833332,74.76667
North Devon 008B,14.483334,50.05,84.416664,73.8,32.883335,45.183334,43.3,14.516666,67.01667,60.666668,55.7,61.866665,2.4833333,20.7,92.433334,60.633335,38.333332,74.066666
North Devon 009A,14.083333,50.083332,84.01667,73.833336,32.916668,45.216667,43.333332,14.55,67.05,60.7,55.75,61.9,2.0833333,21.233334,92.48333,60.233334,37.933334,74.11667
North Devon 010A,14.866667,49.25,84.8,73.0,32.083332,44.85,42.966667,13.716666,66.21667,60.333332,54.9,61.066666,5.6833334,24.833334,92.1,61.033333,38.7,73.26667
North Devon 010B,14.516666,48.9,84.45,72.65,31.733334,44.5,42.616665,13.366667,65.86667,59.983334,54.566666,60.716667,3.4833333,22.566668,91.76667,60.7,38.366665,72.933334
North Devon 010C,13.616667,48.0,83.55,71.75,30.833334,43.6,41.716667,12.466666,64.96667,59.083332,53.65,59.816666,4.45,23.583334,90.85,59.783333,37.466667,72.01667
North Devon 011A,11.033334,54.95,82.63333,78.7,37.783333,44.666668,46.683334,19.416666,71.916664,64.05,60.6,66.76667,6.45,24.95,95.816666,58.883335,34.383335,78.96667
North Devon 011B,9.333333,57.133335,80.95,83.46667,39.983334,42.966667,48.866665,21.6,76.683334,63.816666,62.8,68.95,8.633333,27.15,95.583336,57.183334,32.683334,83.73333
North Devon 012A,11.65,51.216667,81.583336,74.96667,34.05,43.583332,42.95,15.683333,68.183334,60.316666,56.866665,63.033333,3.55,22.05,92.083336,57.833332,35.5,75.23333
North Devon 012B,12.083333,51.633335,82.01667,75.4,34.483334,44.016666,43.366665,16.1,68.61667,60.733334,57.3,63.466667,4.733333,23.233334,92.51667,58.25,35.933334,75.666664
North Devon 013A,23.916666,48.8,81.183334,71.45,31.633333,39.7,33.55,12.016666,64.666664,54.683334,54.466667,60.633335,15.083333,33.583332,86.45,57.433334,40.716667,71.71667
North Devon 014A,27.65,36.733334,78.61667,60.483334,19.566668,50.283333,35.016666,6.7,53.7,50.7,42.4,48.55,18.8,35.4,78.65,69.316666,51.5,60.766666
North Devon 014B,32.183334,44.75,72.71667,62.033333,35.083332,29.916666,24.133333,18.916666,55.25,45.4,57.916668,56.033333,23.35,41.85,77.183334,48.95,44.583332,62.3
North Devon 001A,31.4,66.78333,101.3,90.53333,49.633335,63.0,60.6,31.25,83.75,77.96667,72.45,78.6,19.716667,2.3166666,108.7,77.55,55.233334,90.816666
North Devon 001B,31.733334,67.333336,101.65,91.1,50.183334,63.333332,60.95,31.8,84.316666,78.316666,73.0,79.166664,20.066668,0.8,109.26667,77.9,55.583332,91.36667
North Devon 001C,32.366665,67.4,102.28333,91.15,50.233334,63.966667,61.583332,31.866667,84.36667,78.95,73.066666,79.21667,20.7,1.4333333,109.316666,78.53333,56.216667,91.416664
North Devon 001D,32.816666,66.3,103.53333,90.066666,49.15,63.733334,61.85,30.766666,83.28333,80.28333,71.96667,78.13333,21.95,2.6833334,108.23333,79.78333,57.466667,90.333336
North Devon 002D,40.283333,64.566666,106.46667,88.333336,47.416668,72.65,62.85,29.033333,81.55,78.55,70.23333,76.4,28.616667,25.966667,106.5,86.45,64.13333,88.6
North Devon 003A,30.9,66.3,100.816666,90.05,49.133335,62.5,60.116665,30.766666,83.26667,77.48333,71.96667,78.11667,19.233334,1.0166667,108.21667,77.066666,54.75,90.316666
North Devon 003B,30.2,65.6,100.11667,89.35,48.433334,61.8,59.416668,30.066668,82.566666,76.78333,71.26667,77.416664,18.533333,2.0833333,107.51667,76.36667,54.05,89.61667
North Devon 003C,30.066668,65.46667,99.98333,89.21667,48.3,61.666668,59.283333,29.933332,82.433334,76.65,71.11667,77.28333,18.4,2.4333334,107.38333,76.23333,53.916668,89.48333
North Devon 003D,32.233334,67.61667,102.15,91.38333,50.466667,63.833332,61.433334,32.083332,84.6,78.8,73.28333,79.45,20.55,3.2833333,109.55,78.38333,56.083332,91.65
North Devon 004B,31.833334,67.21667,101.75,90.98333,50.066666,63.433334,61.05,31.683332,84.2,78.416664,72.88333,79.05,20.166666,9.116667,109.15,77.98333,55.683334,91.25
North Devon 004C,27.533333,65.0,97.433334,88.75,47.85,59.116665,56.733334,29.466667,81.96667,74.1,70.666664,76.816666,15.85,14.783334,105.88333,73.683334,51.366665,89.03333
North Devon 005E,18.933332,56.416668,88.85,80.166664,39.25,50.033333,48.15,20.883333,73.38333,65.51667,62.083332,68.23333,7.266667,13.983334,97.28333,65.1,42.783333,80.45
North Devon 006B,14.116667,46.533333,84.05,70.3,29.383333,44.6,42.216667,11.0,63.516666,59.566666,52.2,58.366665,5.266667,23.766666,88.46667,60.266666,37.95,70.566666
North Devon 006C,20.1,55.933334,90.0,79.683334,38.783333,51.583332,49.183334,20.4,72.916664,66.55,61.6,67.75,8.366667,13.65,98.333336,66.25,43.95,79.96667
North Devon 007A,15.083333,52.55,85.01667,76.316666,35.4,46.166668,44.283333,17.016666,69.53333,61.65,58.216667,64.38333,3.4,19.733334,93.433334,61.233334,38.933334,76.583336
North Devon 007B,15.783334,52.0,85.683334,75.75,34.85,47.133335,45.25,16.466667,68.98333,62.616665,57.666668,63.816666,4.1,18.116667,94.4,61.933334,39.616665,76.03333
North Devon 007C,15.85,51.683334,85.75,75.433334,34.533333,46.816666,44.933334,16.15,68.65,62.3,57.35,63.5,4.116667,19.366667,94.083336,62.0,39.7,75.71667
North Devon 007D,15.583333,51.416668,85.48333,75.166664,34.266666,46.55,44.666668,15.883333,68.38333,62.033333,57.083332,63.233334,3.85,19.616667,93.816666,61.733334,39.433334,75.45
North Devon 008C,15.95,50.4,85.88333,74.15,33.233334,45.533333,43.65,14.866667,67.36667,61.016666,56.066666,62.216667,3.95,22.166666,92.8,62.1,39.8,74.433334
North Devon 008D,15.7,51.25,85.6,75.01667,34.1,46.4,44.5,15.716666,68.23333,61.883335,56.916668,63.083332,3.6833334,21.183332,93.65,61.85,39.533333,75.28333
North Devon 009B,12.433333,51.816666,82.36667,75.583336,34.666668,44.4,43.55,16.283333,68.8,60.916668,57.483334,63.65,2.6666667,21.183332,92.7,58.583332,36.283333,75.85
North Devon 009C,12.65,51.066666,82.583336,74.833336,33.916668,44.6,42.8,15.533334,68.05,60.166668,56.733334,62.9,1.9166666,20.433332,91.95,58.8,36.5,75.1
North Devon 009D,12.416667,51.866665,82.35,75.61667,34.7,44.35,43.6,16.333334,68.833336,60.966667,57.533333,63.683334,2.7166667,21.216667,92.73333,58.566666,36.266666,75.9
